applicant_id,annual_income,loan_amount,credit_score,employment_type,loan_purpose,debt_to_income,credit_utilization,repayment_history_score,num_late_payments,default_actual,default_probability,credit_risk_score,risk_band,decision
APP039358,178193.0,368206.0,524,salaried,home_loan,2.0663,0.2921,84.2,2,1,0.552,569,High,Decline
APP014310,120000.0,387408.0,645,self_employed,home_loan,3.2284,0.2875,96.25,1,0,0.6645,501,Very High,Decline
APP020462,210498.0,338467.0,456,salaried,auto_loan,1.6079,0.2036,68.8,2,1,0.5789,553,High,Decline
APP039183,131677.0,471781.0,846,salaried,home_loan,3.5829,0.7365,100.0,2,1,0.5997,540,High,Decline
APP002586,120000.0,168921.0,803,salaried,home_loan,1.4077,0.0714,100.0,0,0,0.0018,899,Very Low,Auto-Approve
APP027871,120000.0,595762.0,407,business_owner,personal_loan,4.9647,0.4155,90.35,0,1,0.9443,333,Very High,Decline
APP000495,120000.0,596153.0,899,self_employed,auto_loan,4.9679,0.3809,100.0,0,0,0.0552,867,Very Low,Auto-Approve
APP038652,141803.0,464162.0,890,self_employed,business,3.2733,0.0782,100.0,0,0,0.0979,841,Very Low,Auto-Approve
APP047824,120000.0,530975.0,893,salaried,personal_loan,4.4248,0.2104,84.65,3,1,0.5221,587,High,Decline
APP035960,158519.0,481819.0,601,salaried,business,3.0395,0.2885,94.05,1,0,0.4692,618,High,Decline
APP039197,120000.0,415539.0,869,salaried,auto_loan,3.4628,0.4555,100.0,0,0,0.022,887,Very Low,Auto-Approve
APP009635,140030.0,377636.0,392,self_employed,personal_loan,2.6968,0.2804,89.6,0,0,0.761,443,Very High,Decline
APP044576,120000.0,49148.0,594,self_employed,home_loan,0.4096,0.3996,93.7,1,0,0.0087,895,Very Low,Auto-Approve
APP023713,120000.0,560041.0,532,freelance,personal_loan,4.667,0.0486,96.6,0,1,0.9673,320,Very High,Decline
APP048552,153429.0,715047.0,897,salaried,personal_loan,4.6605,0.1419,96.85,1,0,0.1147,831,Low,Approve
APP045920,134705.0,480865.0,682,salaried,business,3.5698,0.1771,98.1,1,0,0.1793,792,Low,Approve
APP038104,120000.0,308339.0,426,freelance,auto_loan,2.5695,0.0782,79.3,2,1,0.8365,398,Very High,Decline
APP006708,131247.0,284243.0,889,salaried,personal_loan,2.1657,0.4523,90.45,2,0,0.0074,896,Very Low,Auto-Approve
APP046961,124752.0,487408.0,677,salaried,personal_loan,3.907,0.5552,100.0,0,1,0.5037,598,High,Decline
APP009686,120000.0,117874.0,392,salaried,personal_loan,0.9823,0.186,89.6,0,0,0.2013,779,Low,Approve
APP035562,120000.0,344381.0,350,salaried,home_loan,2.8698,0.2841,87.5,0,0,0.4443,633,Medium,Manual Review
APP012550,120000.0,74984.0,533,salaried,auto_loan,0.6249,0.5762,72.65,0,1,0.7009,479,Very High,Decline
APP016644,133089.0,403034.0,341,salaried,business,3.0283,0.2405,81.05,1,1,0.932,341,Very High,Decline
APP043969,120000.0,488041.0,702,freelance,auto_loan,4.067,0.2247,100.0,0,0,0.3398,696,Medium,Manual Review
APP026104,120000.0,554831.0,739,self_employed,home_loan,4.6236,0.0409,88.95,1,0,0.7036,478,Very High,Decline
APP025298,120000.0,547537.0,632,business_owner,home_loan,4.5628,0.4956,83.6,1,0,0.7613,443,Very High,Decline
APP018535,120910.0,541860.0,538,self_employed,auto_loan,4.4815,0.1973,60.9,2,1,0.9984,301,Very High,Decline
APP048700,120000.0,490842.0,463,self_employed,home_loan,4.0904,0.3079,93.15,0,1,0.9838,310,Very High,Decline
APP010352,120000.0,547125.0,849,self_employed,personal_loan,4.5594,0.2929,94.45,1,0,0.1264,824,Low,Approve
APP041380,120000.0,588350.0,305,business_owner,home_loan,4.9029,0.2882,79.25,1,1,0.9666,320,Very High,Decline
APP044373,217799.0,815950.0,627,salaried,business,3.7463,0.0943,83.35,1,1,0.8819,371,Very High,Decline
APP007437,120000.0,538523.0,636,salaried,education,4.4877,0.1141,100.0,0,0,0.659,505,Very High,Decline
APP019699,120000.0,230000.0,363,freelance,auto_loan,1.9167,0.5143,76.15,0,1,0.8984,361,Very High,Decline
APP011692,120000.0,442042.0,318,business_owner,business,3.6837,0.3051,85.9,0,1,0.889,367,Very High,Decline
APP028847,156780.0,61282.0,609,self_employed,home_loan,0.3909,0.5588,76.45,0,0,0.3479,691,Medium,Manual Review
APP012263,120000.0,438624.0,496,salaried,home_loan,3.6552,0.1208,94.8,0,1,0.8891,367,Very High,Decline
APP028742,171701.0,580537.0,648,self_employed,business,3.3811,0.3001,100.0,0,1,0.4961,602,High,Decline
APP029780,120000.0,193553.0,403,salaried,business,1.6129,0.1605,90.15,0,0,0.3057,717,Medium,Manual Review
APP015391,193602.0,40707.0,601,business_owner,home_loan,0.2103,0.4237,88.05,2,0,0.049,871,Very Low,Auto-Approve
APP018234,120000.0,531818.0,455,self_employed,home_loan,4.4318,0.0838,92.75,0,0,0.953,328,Very High,Decline
APP017559,120000.0,248014.0,843,salaried,personal_loan,2.0668,0.2785,100.0,1,0,0.0014,899,Very Low,Auto-Approve
APP000468,178321.0,849189.0,436,salaried,personal_loan,4.7621,0.3183,79.8,2,1,0.9875,307,Very High,Decline
APP027165,120000.0,599886.0,718,salaried,home_loan,4.9991,0.2062,75.9,1,1,0.8099,414,Very High,Decline
APP044577,120000.0,537491.0,823,salaried,personal_loan,4.4791,0.3244,100.0,0,0,0.0443,873,Very Low,Auto-Approve
APP033335,120000.0,284507.0,721,self_employed,personal_loan,2.3709,0.1687,100.0,1,0,0.012,893,Very Low,Auto-Approve
APP040282,120000.0,420834.0,483,freelance,auto_loan,3.507,0.4403,82.15,2,1,0.9761,314,Very High,Decline
APP026148,150570.0,281591.0,668,business_owner,home_loan,1.8702,0.1017,85.4,1,0,0.0262,884,Very Low,Auto-Approve
APP010682,120000.0,338619.0,879,salaried,education,2.8218,0.2487,100.0,0,0,0.0053,897,Very Low,Auto-Approve
APP049939,313942.0,1046035.0,335,self_employed,personal_loan,3.3319,0.5896,74.75,2,1,0.9923,305,Very High,Decline
APP035374,124081.0,262350.0,626,business_owner,home_loan,2.1144,0.3851,95.3,1,0,0.0669,860,Very Low,Auto-Approve
APP016445,121453.0,132193.0,833,salaried,personal_loan,1.0884,0.0935,99.65,0,0,0.0009,899,Very Low,Auto-Approve
APP004944,120000.0,404375.0,711,freelance,personal_loan,3.3698,0.4496,99.55,1,1,0.451,629,High,Decline
APP022557,120000.0,120228.0,737,salaried,personal_loan,1.0019,0.2991,100.0,0,0,0.0028,898,Very Low,Auto-Approve
APP006133,140055.0,139981.0,441,freelance,auto_loan,0.9995,0.4867,86.05,1,1,0.2279,763,Low,Approve
APP038872,120000.0,109804.0,385,self_employed,personal_loan,0.915,0.2873,77.25,2,0,0.6649,501,Very High,Decline
APP029144,120000.0,349224.0,545,salaried,home_loan,2.9102,0.5197,91.25,1,0,0.6043,537,High,Decline
APP017107,120000.0,174582.0,525,salaried,home_loan,1.4549,0.3967,90.25,1,1,0.3599,684,Medium,Manual Review
APP036773,240004.0,1153193.0,576,self_employed,personal_loan,4.8049,0.1541,86.8,0,1,0.958,325,Very High,Decline
APP010899,133890.0,78333.0,633,salaried,home_loan,0.5851,0.1363,100.0,0,0,0.0047,897,Very Low,Auto-Approve
APP045571,367290.0,1322158.0,732,salaried,education,3.5998,0.0752,100.0,1,0,0.1783,793,Low,Approve
APP046560,241491.0,619728.0,354,self_employed,home_loan,2.5663,0.4057,69.7,3,1,0.8079,415,Very High,Decline
APP039050,177535.0,92262.0,421,salaried,personal_loan,0.5197,0.3522,91.05,0,1,0.4147,651,Medium,Manual Review
APP023298,173945.0,339264.0,470,salaried,home_loan,1.9504,0.1359,81.5,0,1,0.5325,581,High,Decline
APP010933,120000.0,139832.0,451,self_employed,personal_loan,1.1653,0.1104,80.55,0,1,0.2095,774,Low,Approve
APP042445,420958.0,339136.0,688,salaried,auto_loan,0.8056,0.5724,98.4,1,0,0.0048,897,Very Low,Auto-Approve
APP047133,120000.0,375023.0,619,self_employed,business,3.1252,0.0301,100.0,0,0,0.4188,649,Medium,Manual Review
APP034817,120000.0,504073.0,893,salaried,personal_loan,4.2006,0.4858,100.0,1,0,0.0456,873,Very Low,Auto-Approve
APP047200,120000.0,164858.0,736,business_owner,personal_loan,1.3738,0.275,94.8,0,0,0.007,896,Very Low,Auto-Approve
APP012465,143707.0,205732.0,577,freelance,home_loan,1.4316,0.5313,92.85,1,1,0.2134,772,Low,Approve
APP025683,120000.0,219918.0,506,business_owner,home_loan,1.8327,0.3556,95.3,0,0,0.4539,628,High,Decline
APP029796,292131.0,651076.0,340,self_employed,personal_loan,2.2287,0.1701,87.0,0,1,0.3975,661,Medium,Manual Review
APP014687,120000.0,272290.0,474,business_owner,personal_loan,2.2691,0.2041,93.7,0,0,0.5373,578,High,Decline
APP037939,120000.0,320615.0,366,business_owner,home_loan,2.6718,0.3625,70.3,3,0,0.8309,401,Very High,Decline
APP015187,120000.0,570173.0,688,self_employed,personal_loan,4.7514,0.3724,92.4,2,1,0.3803,672,Medium,Manual Review
APP026685,120000.0,44659.0,324,self_employed,auto_loan,0.3722,0.2995,74.2,2,0,0.4656,621,High,Decline
APP028395,120000.0,272794.0,519,salaried,auto_loan,2.2733,0.2432,95.95,0,0,0.706,476,Very High,Decline
APP032154,131344.0,373239.0,626,self_employed,business,2.8417,0.2154,83.3,1,0,0.1735,796,Low,Approve
APP012249,125821.0,585463.0,709,self_employed,personal_loan,4.6531,0.0928,100.0,0,0,0.3714,677,Medium,Manual Review
APP041750,120000.0,304024.0,766,self_employed,personal_loan,2.5335,0.3428,100.0,1,0,0.003,898,Very Low,Auto-Approve
APP047194,232960.0,638270.0,883,self_employed,business,2.7398,0.2416,100.0,1,0,0.0136,892,Very Low,Auto-Approve
APP020784,120000.0,42727.0,481,salaried,personal_loan,0.3561,0.1153,94.05,0,0,0.0811,851,Very Low,Auto-Approve
APP011767,120000.0,386394.0,409,salaried,home_loan,3.2199,0.1401,84.45,1,1,0.9519,329,Very High,Decline
APP012830,120000.0,432766.0,725,salaried,home_loan,3.6064,0.4717,100.0,0,1,0.1449,813,Low,Approve
APP030128,120000.0,41760.0,316,salaried,personal_loan,0.348,0.1646,67.8,1,1,0.3465,692,Medium,Manual Review
APP015497,120000.0,208785.0,804,salaried,personal_loan,1.7399,0.1353,100.0,0,0,0.0014,899,Very Low,Auto-Approve
APP035097,120000.0,212723.0,500,self_employed,personal_loan,1.7727,0.279,89.0,1,0,0.3598,684,Medium,Manual Review
APP031740,120000.0,460949.0,655,freelance,personal_loan,3.8412,0.2761,96.75,1,0,0.3283,703,Medium,Manual Review
APP015828,120000.0,473356.0,889,self_employed,personal_loan,3.9446,0.2526,100.0,1,1,0.0396,876,Very Low,Auto-Approve
APP037178,120000.0,104646.0,845,salaried,education,0.8721,0.2568,100.0,0,0,0.0024,899,Very Low,Auto-Approve
APP007366,120000.0,265991.0,827,salaried,education,2.2166,0.6012,100.0,1,0,0.0133,892,Very Low,Auto-Approve
APP021126,120000.0,134784.0,814,salaried,home_loan,1.1232,0.4605,100.0,0,0,0.0007,900,Very Low,Auto-Approve
APP047360,120000.0,104953.0,582,salaried,business,0.8746,0.1564,99.1,0,0,0.0283,883,Very Low,Auto-Approve
APP043660,120000.0,226668.0,320,salaried,business,1.8889,0.5186,68.0,1,1,0.9361,338,Very High,Decline
APP039211,278241.0,364074.0,554,salaried,home_loan,1.3085,0.4103,85.7,2,0,0.0266,884,Very Low,Auto-Approve
APP043315,120000.0,116935.0,674,salaried,auto_loan,0.9745,0.1884,97.7,1,0,0.0032,898,Very Low,Auto-Approve
APP006464,128270.0,440109.0,747,business_owner,business,3.4311,0.1633,89.35,3,1,0.5201,588,High,Decline
APP039869,120000.0,205039.0,361,salaried,business,1.7087,0.3586,82.05,1,0,0.1705,798,Low,Approve
APP013940,161182.0,486935.0,857,business_owner,business,3.021,0.5356,100.0,1,0,0.3548,687,Medium,Manual Review
APP041301,144323.0,307479.0,830,salaried,business,2.1305,0.4678,100.0,1,0,0.0041,898,Very Low,Auto-Approve
APP014763,120000.0,381150.0,615,salaried,home_loan,3.1762,0.5258,94.75,1,1,0.7732,436,Very High,Decline
APP042170,120000.0,539919.0,393,self_employed,home_loan,4.4993,0.4391,77.65,0,1,0.9862,308,Very High,Decline
APP026616,131374.0,653092.0,525,self_employed,home_loan,4.9713,0.4616,96.25,0,1,0.9578,325,Very High,Decline
APP038577,120000.0,74595.0,580,business_owner,home_loan,0.6216,0.4494,93.0,1,0,0.0088,895,Very Low,Auto-Approve
APP020988,120000.0,453613.0,387,self_employed,home_loan,3.7801,0.405,77.35,2,1,0.9851,309,Very High,Decline
APP021981,120000.0,543181.0,894,salaried,auto_loan,4.5265,0.0706,100.0,1,0,0.0742,855,Very Low,Auto-Approve
APP047658,120000.0,386541.0,595,salaried,business,3.2212,0.4673,93.75,1,0,0.4392,636,Medium,Manual Review
APP046730,120000.0,267641.0,442,salaried,auto_loan,2.2303,0.3618,86.1,1,0,0.3402,696,Medium,Manual Review
APP045420,120000.0,597459.0,438,self_employed,personal_loan,4.9788,0.272,91.9,0,1,0.9583,325,Very High,Decline
APP018311,120000.0,437190.0,815,freelance,education,3.6433,0.0051,98.75,0,0,0.062,863,Very Low,Auto-Approve
APP005478,120000.0,560199.0,481,business_owner,personal_loan,4.6683,0.2382,88.05,1,1,0.933,340,Very High,Decline
APP010575,120000.0,368976.0,782,salaried,business,3.0748,0.1971,100.0,1,0,0.0584,865,Very Low,Auto-Approve
APP027984,120000.0,59283.0,743,freelance,auto_loan,0.494,0.2902,100.0,1,0,0.0042,897,Very Low,Auto-Approve
APP029156,120000.0,400579.0,451,business_owner,personal_loan,3.3382,0.4814,74.55,1,1,0.9803,312,Very High,Decline
APP033305,120000.0,56889.0,887,freelance,personal_loan,0.4741,0.4991,90.35,2,0,0.0039,898,Very Low,Auto-Approve
APP030307,120000.0,143217.0,509,freelance,business,1.1935,0.4545,77.45,1,1,0.6784,493,Very High,Decline
APP033106,120000.0,111157.0,837,salaried,auto_loan,0.9263,0.4461,100.0,0,0,0.0011,899,Very Low,Auto-Approve
APP031385,120000.0,569740.0,509,salaried,education,4.7478,0.3036,77.45,1,1,0.9748,315,Very High,Decline
APP048925,138379.0,50096.0,527,salaried,personal_loan,0.362,0.353,90.35,1,0,0.0657,861,Very Low,Auto-Approve
APP034897,120000.0,541602.0,540,salaried,business,4.5133,0.2433,85.0,2,1,0.9876,307,Very High,Decline
APP017479,224239.0,868548.0,803,business_owner,auto_loan,3.8733,0.383,86.15,2,1,0.4669,620,High,Decline
APP022091,126207.0,60185.0,688,self_employed,auto_loan,0.4769,0.5933,92.4,0,0,0.0122,893,Very Low,Auto-Approve
APP023361,314448.0,721739.0,675,business_owner,home_loan,2.2953,0.563,100.0,0,0,0.016,890,Very Low,Auto-Approve
APP019535,120000.0,436625.0,529,salaried,auto_loan,3.6385,0.3058,78.45,1,1,0.9714,317,Very High,Decline
APP048177,120000.0,169091.0,539,freelance,home_loan,1.4091,0.0943,96.95,0,0,0.3592,684,Medium,Manual Review
APP016508,120000.0,594280.0,863,salaried,education,4.9523,0.0224,100.0,2,1,0.1842,789,Low,Approve
APP022012,250662.0,1069321.0,485,salaried,personal_loan,4.266,0.1684,82.25,0,1,0.9871,308,Very High,Decline
APP006527,216366.0,289567.0,860,salaried,auto_loan,1.3383,0.2049,100.0,0,0,0.0052,897,Very Low,Auto-Approve
APP008343,120000.0,83437.0,354,self_employed,home_loan,0.6953,0.1758,75.7,2,0,0.4082,655,Medium,Manual Review
APP022717,120000.0,339307.0,769,salaried,personal_loan,2.8276,0.3738,78.45,3,0,0.0233,886,Very Low,Auto-Approve
APP001508,120000.0,455245.0,506,self_employed,auto_loan,3.7937,0.1475,71.3,2,1,0.9914,305,Very High,Decline
APP006001,120000.0,380849.0,390,self_employed,business,3.1737,0.79,89.5,0,1,0.9954,303,Very High,Decline
APP049882,120000.0,112633.0,830,self_employed,personal_loan,0.9386,0.1124,100.0,0,0,0.0012,899,Very Low,Auto-Approve
APP011785,120000.0,25574.0,646,salaried,home_loan,0.2131,0.0349,84.3,1,0,0.0199,888,Very Low,Auto-Approve
APP033036,120000.0,367494.0,893,salaried,auto_loan,3.0625,0.326,100.0,1,0,0.0479,871,Very Low,Auto-Approve
APP010927,120000.0,290229.0,793,salaried,home_loan,2.4186,0.3785,85.65,0,0,0.0182,889,Very Low,Auto-Approve
APP010325,120000.0,539478.0,581,salaried,auto_loan,4.4957,0.2469,87.05,2,1,0.8223,407,Very High,Decline
APP048595,120000.0,426506.0,844,freelance,personal_loan,3.5542,0.0816,94.2,3,0,0.1197,828,Low,Approve
APP025429,120000.0,439037.0,497,salaried,business,3.6586,0.1336,88.85,1,1,0.9546,327,Very High,Decline
APP000222,219310.0,959710.0,522,salaried,auto_loan,4.376,0.1859,96.1,0,1,0.9603,324,Very High,Decline
APP041693,151989.0,341275.0,739,salaried,personal_loan,2.2454,0.3043,100.0,0,0,0.0141,892,Very Low,Auto-Approve
APP004342,120000.0,97897.0,441,business_owner,auto_loan,0.8158,0.0098,92.05,0,0,0.0826,850,Very Low,Auto-Approve
APP046979,155389.0,573480.0,704,self_employed,home_loan,3.6906,0.2289,81.2,2,1,0.7458,453,Very High,Decline
APP041887,120000.0,260202.0,893,salaried,business,2.1683,0.2422,100.0,1,0,0.0014,899,Very Low,Auto-Approve
APP017698,134770.0,273452.0,513,business_owner,personal_loan,2.029,0.1674,83.65,2,0,0.8034,418,Very High,Decline
APP031481,203414.0,397513.0,601,salaried,home_loan,1.9542,0.4273,100.0,0,0,0.0274,884,Very Low,Auto-Approve
APP040733,120000.0,295615.0,321,salaried,home_loan,2.4635,0.1632,86.05,0,0,0.3838,670,Medium,Manual Review
APP013064,120000.0,583098.0,311,salaried,personal_loan,4.8591,0.3487,85.55,0,1,0.9763,314,Very High,Decline
APP004050,361426.0,214071.0,394,salaried,personal_loan,0.5923,0.3005,77.7,2,1,0.4444,633,Medium,Manual Review
APP027750,120000.0,482343.0,425,self_employed,education,4.0195,0.1879,79.25,0,1,0.9762,314,Very High,Decline
APP032112,120000.0,244696.0,477,freelance,home_loan,2.0391,0.1898,93.85,0,0,0.2198,768,Low,Approve
APP025777,289506.0,911192.0,798,salaried,home_loan,3.1474,0.1761,100.0,1,0,0.0505,870,Very Low,Auto-Approve
APP044287,177376.0,473207.0,771,salaried,home_loan,2.6678,0.267,100.0,1,0,0.0052,897,Very Low,Auto-Approve
APP022290,151662.0,274124.0,336,salaried,auto_loan,1.8075,0.0675,80.8,1,0,0.2905,726,Medium,Manual Review
APP031989,120000.0,124295.0,760,self_employed,personal_loan,1.0358,0.3524,100.0,0,0,0.002,899,Very Low,Auto-Approve
APP037019,295368.0,307207.0,694,self_employed,auto_loan,1.0401,0.3426,100.0,0,0,0.0102,894,Very Low,Auto-Approve
APP042691,219208.0,956164.0,842,business_owner,auto_loan,4.3619,0.246,100.0,1,0,0.0609,863,Very Low,Auto-Approve
APP007826,120000.0,344021.0,607,salaried,auto_loan,2.8668,0.1358,100.0,0,0,0.0421,875,Very Low,Auto-Approve
APP045397,120000.0,296593.0,680,business_owner,education,2.4716,0.4614,98.0,1,0,0.0108,894,Very Low,Auto-Approve
APP007838,120000.0,424368.0,632,salaried,personal_loan,3.5364,0.3251,89.6,2,1,0.745,453,Very High,Decline
APP043788,120000.0,158100.0,836,freelance,personal_loan,1.3175,0.4811,87.8,2,0,0.0383,877,Very Low,Auto-Approve
APP046987,120000.0,186100.0,679,salaried,home_loan,1.5508,0.3896,100.0,0,0,0.0031,898,Very Low,Auto-Approve
APP027477,278133.0,1246452.0,792,business_owner,home_loan,4.4815,0.4543,100.0,0,1,0.1204,828,Low,Approve
APP000259,120000.0,368072.0,540,salaried,home_loan,3.0673,0.4023,79.0,1,1,0.9579,325,Very High,Decline
APP008140,120000.0,120938.0,847,self_employed,auto_loan,1.0078,0.157,100.0,0,0,0.0016,899,Very Low,Auto-Approve
APP019794,120000.0,135073.0,581,salaried,personal_loan,1.1256,0.1368,93.05,1,0,0.0325,881,Very Low,Auto-Approve
APP017168,120000.0,419084.0,550,salaried,business,3.4924,0.714,97.5,0,1,0.8715,377,Very High,Decline
APP005017,120000.0,329972.0,560,business_owner,personal_loan,2.7498,0.1339,80.0,3,1,0.1697,798,Low,Approve
APP025520,120000.0,184838.0,440,salaried,personal_loan,1.5403,0.1357,80.0,2,1,0.271,737,Medium,Manual Review
APP010531,120000.0,96460.0,630,business_owner,home_loan,0.8038,0.1877,100.0,0,0,0.0225,887,Very Low,Auto-Approve
APP043227,139027.0,525717.0,719,salaried,auto_loan,3.7814,0.2274,100.0,0,0,0.1791,793,Low,Approve
APP028562,140279.0,56415.0,631,salaried,personal_loan,0.4022,0.3101,83.55,1,0,0.0147,891,Very Low,Auto-Approve
APP043165,207454.0,70881.0,669,self_employed,personal_loan,0.3417,0.1673,85.45,1,0,0.0456,873,Very Low,Auto-Approve
APP032943,120000.0,146803.0,408,self_employed,home_loan,1.2234,0.3192,66.4,2,1,0.9239,346,Very High,Decline
APP012368,120000.0,31913.0,427,self_employed,home_loan,0.2659,0.188,91.35,0,0,0.1025,838,Low,Approve
APP017568,120000.0,333154.0,685,salaried,personal_loan,2.7763,0.2035,98.25,1,0,0.0083,895,Very Low,Auto-Approve
APP008431,120000.0,470371.0,744,salaried,auto_loan,3.9198,0.4748,95.2,2,1,0.2725,736,Medium,Manual Review
APP031496,120000.0,152836.0,665,salaried,personal_loan,1.2736,0.3462,85.25,3,0,0.0271,884,Very Low,Auto-Approve
APP010208,120000.0,44086.0,723,salaried,personal_loan,0.3674,0.2474,100.0,1,0,0.0052,897,Very Low,Auto-Approve
APP039341,120000.0,553759.0,510,salaried,business,4.6147,0.2941,89.5,1,1,0.9532,328,Very High,Decline
APP031956,120000.0,262769.0,545,freelance,personal_loan,2.1897,0.1749,79.25,1,1,0.6245,525,High,Decline
APP038975,120000.0,28681.0,710,self_employed,auto_loan,0.239,0.2687,100.0,0,0,0.0049,897,Very Low,Auto-Approve
APP015629,120000.0,565351.0,400,business_owner,home_loan,4.7113,0.4186,84.0,1,1,0.9484,331,Very High,Decline
APP024327,120000.0,384573.0,776,self_employed,home_loan,3.2048,0.6588,90.8,1,1,0.5302,582,High,Decline
APP022505,120000.0,545595.0,469,salaried,home_loan,4.5466,0.0748,81.45,0,1,0.9801,312,Very High,Decline
APP044006,120000.0,372057.0,340,salaried,personal_loan,3.1005,0.4208,81.0,1,1,0.9526,328,Very High,Decline
APP018678,120000.0,66375.0,556,salaried,auto_loan,0.5531,0.1995,97.8,0,0,0.0216,887,Very Low,Auto-Approve
APP035958,120000.0,352082.0,472,self_employed,home_loan,2.934,0.2499,69.6,2,1,0.8792,372,Very High,Decline
APP037120,120595.0,205986.0,554,business_owner,personal_loan,1.7081,0.112,85.7,0,0,0.0465,872,Very Low,Auto-Approve
APP041476,120000.0,242636.0,600,salaried,personal_loan,2.022,0.0583,100.0,0,0,0.0308,882,Very Low,Auto-Approve
APP018623,120000.0,65462.0,494,salaried,personal_loan,0.5455,0.4398,94.7,0,0,0.0504,870,Very Low,Auto-Approve
APP046804,120000.0,40227.0,320,freelance,education,0.3352,0.3024,80.0,1,0,0.6011,539,High,Decline
APP025610,120000.0,89119.0,445,salaried,auto_loan,0.7427,0.1896,86.25,1,0,0.1025,838,Low,Approve
APP017839,155457.0,71958.0,793,freelance,auto_loan,0.4629,0.3535,91.65,1,0,0.0019,899,Very Low,Auto-Approve
APP023375,120000.0,364361.0,559,salaried,personal_loan,3.0363,0.1567,91.95,1,1,0.6524,509,Very High,Decline
APP044142,120000.0,102957.0,478,self_employed,home_loan,0.858,0.2847,93.9,0,0,0.1748,795,Low,Approve
APP016452,120000.0,133779.0,775,salaried,auto_loan,1.1148,0.0298,100.0,1,0,0.0009,899,Very Low,Auto-Approve
APP031179,237558.0,886803.0,619,freelance,personal_loan,3.733,0.2674,100.0,0,1,0.712,473,Very High,Decline
APP031348,120000.0,71806.0,523,self_employed,personal_loan,0.5984,0.2356,72.15,2,1,0.5214,587,High,Decline
APP006051,174910.0,410002.0,756,self_employed,education,2.3441,0.1278,100.0,0,0,0.007,896,Very Low,Auto-Approve
APP024367,120000.0,555269.0,656,salaried,auto_loan,4.6272,0.0807,90.8,2,1,0.537,578,High,Decline
APP006362,131839.0,348724.0,866,self_employed,personal_loan,2.6451,0.1654,100.0,0,0,0.0037,898,Very Low,Auto-Approve
APP035421,120000.0,414335.0,593,salaried,auto_loan,3.4528,0.4707,93.65,1,0,0.5224,587,High,Decline
APP009195,120000.0,112646.0,826,salaried,auto_loan,0.9387,0.4791,100.0,1,0,0.001,899,Very Low,Auto-Approve
APP027053,120000.0,226196.0,402,salaried,home_loan,1.885,0.2757,84.1,1,0,0.1245,825,Low,Approve
APP002462,120000.0,226934.0,734,business_owner,personal_loan,1.8911,0.2202,94.7,2,0,0.0199,888,Very Low,Auto-Approve
APP020320,120000.0,133450.0,732,business_owner,personal_loan,1.1121,0.1959,100.0,0,0,0.0024,899,Very Low,Auto-Approve
APP022155,120000.0,78174.0,720,self_employed,personal_loan,0.6515,0.4019,100.0,0,0,0.0034,898,Very Low,Auto-Approve
APP021632,120000.0,429109.0,682,salaried,home_loan,3.5759,0.2582,100.0,0,0,0.1353,819,Low,Approve
APP028465,326879.0,1410506.0,774,salaried,personal_loan,4.3151,0.3411,100.0,0,0,0.0626,862,Very Low,Auto-Approve
APP029371,120000.0,75344.0,691,salaried,home_loan,0.6279,0.277,100.0,0,0,0.0023,899,Very Low,Auto-Approve
APP035459,120000.0,308228.0,826,salaried,personal_loan,2.5686,0.3437,100.0,0,0,0.0016,899,Very Low,Auto-Approve
APP018416,320392.0,297039.0,531,salaried,business,0.9271,0.2075,90.55,1,0,0.1568,806,Low,Approve
APP027422,181151.0,268675.0,359,freelance,education,1.4832,0.3066,81.95,1,1,0.4818,611,High,Decline
APP025286,120000.0,159597.0,366,salaried,education,1.33,0.4269,70.3,1,1,0.4796,612,High,Decline
APP003492,120000.0,439658.0,887,freelance,business,3.6638,0.0711,100.0,2,0,0.4111,653,Medium,Manual Review
APP042054,120000.0,109863.0,624,salaried,auto_loan,0.9155,0.2319,95.2,1,0,0.0074,896,Very Low,Auto-Approve
APP024166,120000.0,421616.0,816,salaried,home_loan,3.5135,0.406,98.8,2,0,0.1615,803,Low,Approve
APP029444,120000.0,87638.0,719,business_owner,auto_loan,0.7303,0.2398,87.95,1,0,0.0049,897,Very Low,Auto-Approve
APP009574,120000.0,261812.0,511,salaried,personal_loan,2.1818,0.1602,77.55,1,0,0.4998,600,High,Decline
APP028366,120000.0,379807.0,858,salaried,personal_loan,3.1651,0.1295,76.9,0,0,0.7462,452,Very High,Decline
APP038095,120000.0,35699.0,345,self_employed,home_loan,0.2975,0.1956,81.25,1,0,0.144,814,Low,Approve
APP020265,120000.0,149727.0,544,self_employed,home_loan,1.2477,0.0355,79.2,1,0,0.2137,772,Low,Approve
APP038258,169322.0,649637.0,774,freelance,home_loan,3.8367,0.1813,100.0,0,1,0.0572,866,Very Low,Auto-Approve
APP036950,120000.0,172726.0,682,business_owner,home_loan,1.4394,0.0344,80.1,2,0,0.0132,892,Very Low,Auto-Approve
APP011605,120000.0,578314.0,344,salaried,home_loan,4.8193,0.1182,63.2,4,1,0.9924,305,Very High,Decline
APP019365,183106.0,854885.0,710,salaried,personal_loan,4.6688,0.7063,99.5,1,1,0.4808,612,High,Decline
APP007635,254437.0,792637.0,415,salaried,auto_loan,3.1153,0.1843,84.75,1,1,0.918,349,Very High,Decline
APP037522,319420.0,768315.0,849,salaried,education,2.4053,0.0622,100.0,1,0,0.0085,895,Very Low,Auto-Approve
